title,brand_name,item_type,condition,price,item_subtype,department,gender,age_group,size,size_type,color_primary,color_secondary,material_primary,material_secondary,pattern,closure,fit,sleeve_length,neckline,style,occasion,season,sport,model_name,product_line,style_code,has_box,condition_detail,release_year,original_price,initial_price,initial_price_catalog_item
All Saints Delana Soleil Floral Dress UK 10 US 6 Opens in a new window or tab,All Saints,dress,new,85.89,floral dress,dresses,women,,10,UK,,,,,floral,,,,,,,,,Delana Soleil,,,,Brand New,,149.99,248.0,Maxi Dress
Alex Evenings Womens 4 Navy Sheath Gown Maxi Ruched Ruffle Embellished OS4-11 Opens in a new window or tab,Alex Evenings,dress,new,129.98,maxi dress,dresses,women,adult,4,,Navy,,,,,,,,,,,,,,,,,Brand New,,149.99,248.0,Maxi Dress
New Light Pink Very Beautiful Dress Size 6 Or 8 Maximum Opens in a new window or tab,La Femme,dress,new,59.99,,dresses,women,,6,,Light Pink,,,,,,,,,Beautiful,,,,,,,,Brand New,,99.99,248.0,Maxi Dress
"New, Alice + Olivia Delora Floral Body-con Dress in Multicolor Sz 12 #MD1181 Opens in a new window or tab",Alice + Olivia,dress,new,159.99,body-con dress,dresses,women,,12,,multicolor,,,,floral,,body-con,,,,,,,Delora,,MD1181,,New (Other),,395.0,248.0,Maxi Dress
24seven T-Shirt Dress Women's Size 3X Comfort Appeal Blue NEW Opens in a new window or tab,24seven,dress,new,20.0,t-shirt dress,dresses,women,adult,3X,plus,blue,,,,,,comfort,,,,,,,,,,,brand new,,29.99,150.0,Shirt Dress
Old Navy Dress Women's Large Black Open Back Short Sleeve Shift Casual NWT Opens in a new window or tab,Old Navy,dress,new,8.49,shift dress,dresses,women,adult,L,,black,,,,,,,short,,,casual,,,,,,,NWT,,29.99,168.0,Casual Dress
R & M Richard’s Women Plus Jacket Dress With Removable Necklace Sz 16W Opens in a new window or tab,R&M Richards,dress,new,25.0,jacket dress,dresses,women,adult,16W,plus,,,,,,,,,,,,,,,,,,,,49.99,248.0,Maxi Dress
Taylor Women's Elbow Sleeves Printed Chiffon Ruffle Dress Blue Multi Size 10 NWT Opens in a new window or tab,Taylor,dress,new,36.0,ruffle dress,dresses,women,adult,10,,blue,multi,chiffon,,printed,,,elbow sleeves,,,,,,,,,,NWT,,69.99,125.0,Chambray Shirt
Land’s End Medium Tall Navy Yellow Blue Dress Sleeveless Floral Maxi New W/ Tags Opens in a new window or tab,Land's End,dress,new,27.99,maxi dress,dresses,women,,Medium,Tall,Navy,Yellow Blue,,,Floral,,,Sleeveless,,Sleeveless,,,,,,,yes,Brand New,,69.99,248.0,Maxi Dress
Torn By Ronny Kobo Dress Small NWT Opens in a new window or tab,Torn by Ronny Kobo,dress,new,69.5,,dresses,women,,Small,,,,,,,,,,,,,,,,,,,NWT,,148.0,248.0,Maxi Dress
Ieena for Mac Duggal Pink Floral Halter Neck Midi Satin Dress Size 0 NWT Opens in a new window or tab,Mac Duggal,dress,new,59.99,midi dress,dresses,women,,0,,pink,,satin,,floral,,,,halter neck,,,,,Ieena,,,,,,149.99,298.0,Midi Dress
New Women’s White Loose Fit Dress with Pockets – Casual Oversized Summer Dress Opens in a new window or tab,unknown,dress,new,20.0,,dresses,women,adult,L,,white,,,,,,loose fit,,,oversized,casual,summer,,,,,,(Other),,39.99,168.0,Casual Dress
Oh Polly Women's Dress Opens in a new window or tab,Oh Polly,dress,new,40.0,,dresses,women,,S,,,,,,,,,,,,,,,,,,,,,49.99,248.0,Maxi Dress
2XL LuLaRoe Nicki Sleeveless Pocket Dress Solid Sea Shell Pink Opens in a new window or tab,LuLaRoe,dress,new,18.0,sleeveless pocket dress,dresses,women,,2XL,,Sea Shell Pink,,,,Solid,,,Sleeveless,,,,,,Nicki,,,,Brand New,,49.99,248.0,Maxi Dress
"dress barn tank top / black with lace / 2X / 92% polyester, 8% spandex / USA Opens in a new window or tab",Dressbarn,dress,used,9.99,tank top,tops,women,,2X,,black,,polyester,spandex,lace,,,tank top,,,,,,,,,,New (Other),,19.99,248.0,Maxi Dress
Johnny Was Bella Lace-Up Leopard Floral Kaftan Maxi Dress S/M Opens in a new window or tab,Johnny Was,dress,new,140.0,maxi dress,dresses,women,,M,,leopard,,,,floral,lace-up,,,,,,,,Bella,,,,,,198.99,248.0,Maxi Dress
$695 NWT Theia “Desiree” Fit and Flare Midi Dress in Moonlight Iris Sz 4 Opens in a new window or tab,Theia,dress,new,198.0,fit and flare midi dress,dresses,women,,4,,Moonlight Iris,,,,,,fit and flare,,,,,,,Desiree,,,,Brand New,,695.0,298.0,Midi Dress
Women's Blue Floral Strappy Sleeveless Knee Length Sundress Casual Spring Summer Opens in a new window or tab,unknown,dress,used,26.45,sundress,dresses,women,,L,,blue,,,,floral,,,sleeveless,,,casual,spring summer,,,,,,new (other),,49.99,168.0,Casual Dress
New Listing Zara Ruched Floral Tulle Dress Size Small NEW Opens in a new window or tab,Zara,dress,new,45.0,tulle dress,dresses,women,,Small,,,,tulle,,floral,,,,,ruched,,,,,,,,Brand New,,99.99,248.0,Maxi Dress
Sutton Studio Sage Green V-Neck Midi Dress Sleeveless A-Line Size L NWT Opens in a new window or tab,Sutton Studio,dress,new,20.69,midi dress,dresses,women,,L,,Sage Green,,,,,,A-Line,Sleeveless,V-Neck,,,,,,,,,NWT,,49.99,298.0,Midi Dress
Sonoma Goods NEW Dress Babydoll Smocked Ruffle Sleeve Maxi Sz XL Peasant Hippie Opens in a new window or tab,Sonoma Goods,dress,new,23.99,maxi dress,dresses,women,,XL,,,,,,,,,ruffle sleeve,,"babydoll, peasant, hippie",,,,,,,,,,49.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Black XXS Opens in a new window or tab,JoyLab,dress,new,11.99,active dress,dresses,women,adult,2XS,,Black,,,,,,,,,Active,Game Day,,,,,,,Brand New,,29.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Mid Blue XL Opens in a new window or tab,JoyLab,dress,used,9.34,active dress,dresses,women,adult,XL,,Mid Blue,,,,,,,,,Active,Game Day,,,,,,,New (Other),,49.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Light Blue XL Opens in a new window or tab,JoyLab,dress,new,10.99,active dress,dresses,women,adult,XL,,Light Blue,,,,,,,,,active,Game Day,,,,,,,Brand New,,39.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Light Blue 3X Opens in a new window or tab,JoyLab,dress,new,15.99,active dress,dresses,women,,3X,,Light Blue,,,,,,,,,Active,Game Day,,,,,,,Brand New,,29.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Crimson XXL Opens in a new window or tab,JoyLab,dress,new,16.14,active dress,dresses,women,adult,2XL,,Crimson,,,,,,,,,Active,Game Day,,,,,,,Other,,39.99,248.0,Maxi Dress
Lauren Ralph Lauren Belted Shantung Cap-Sleeve Dress Size 14 Fchsaberry NWT Opens in a new window or tab,Lauren Ralph Lauren,dress,new,60.0,belted shantung cap-sleeve dress,dresses,women,adult,14,,fchsaberry,,shantung,,,belted,,cap-sleeve,,,,,,,,,,NWT,,148.0,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Yellow 2X Opens in a new window or tab,JoyLab,dress,new,18.99,active dress,dresses,women,adult,2X,,Yellow,,,,,,,,,active,Game Day,,,,,,,Brand New,,29.99,248.0,Maxi Dress
Women's Game Day Active Dress - JoyLab Light Blue M Opens in a new window or tab,JoyLab,dress,new,16.14,active dress,dresses,women,adult,M,,Light Blue,,,,,,,,,active,Game Day,,,,,,,Other,,39.99,248.0,Maxi Dress
Nanette Lepore Dress Blue Chiffon Pintuck Button Down Midi Size 24W Office Opens in a new window or tab,Nanette Lepore,dress,new,23.99,midi dress,dresses,women,,24W,,Blue,,Chiffon,,,Button Down,,,,,Office,,,,,,,Brand New,,298.0,298.0,Midi Dress
Isaac Mizrahi Opens in a new window or tab,Isaac Mizrahi,dress,new,22.0,,dresses,women,,XS,,,,,,,,,,,,,,,,,,,,,98.0,,Maxi Dress
Indecent Proposal Made by Zuliana Exclusive Design Made in USA Dress Opens in a new window or tab,Zuliana,dress,new,69.0,,dresses,women,,S,,,,,,,,,,,Exclusive Design,,,,,,,,,,99.99,248.0,Maxi Dress
NWT YPB Abercrombie Pink SculptLUX Active Mini Dress Built In Shorts Stretch XXS Opens in a new window or tab,Abercrombie & Fitch,dress,new,25.0,mini dress,dresses,women,,2XS,,Pink,,,,,,,,,,,,,SculptLUX Active,,,no,,,69.99,248.0,Maxi Dress
L.A.M.B. by Gwen Stefani Fall 2007 Women's Army Green Silk Blend Dress Sz 12 Opens in a new window or tab,L.A.M.B. by Gwen Stefani,dress,used,63.75,,dresses,women,adult,12,,Army Green,,Silk Blend,,,,,,,,,Fall,,,,,,New (Other),2007.0,298.0,248.0,Maxi Dress
Jewel Badgley Mischka Womens Dark Blue Sheath Dress Sleeveless Long Size 4 Opens in a new window or tab,Jewel Badgley Mischka,dress,unknown,44.01,sheath dress,dresses,women,,4,,dark blue,,,,,,,,,sleeveless,,,,,,,,,,198.0,248.0,Maxi Dress
"CINDERELLA DISNEY BAG, Sequin Dress,BLK,Glitter Trimmed OFFICIAL VINTAGE NEW#007 Opens in a new window or tab",DISNEY,dress,new,9.95,,dresses,women,,,,black,,,sequin,,,,,,,,,,CINDERELLA,,,,other,,49.99,248.0,Maxi Dress
costarellos NWT size 40 was 1725$ pink lace dress new with tags Opens in a new window or tab,costarellos,dress,new,168.9,,dresses,women,,40,,pink,,lace,,,,,,,,,,,,,,,with tags,,1725.0,248.0,Maxi Dress
New Listing AUTH Zimmermann Drawn Metallic Floral Long Sleeve Linen & Silk Dress Size 10 US Opens in a new window or tab,Zimmermann,dress,new,1050.0,long sleeve dress,dresses,women,adult,10,US,,,linen,silk,floral,,,long,,,,,,,,,,Brand New,,895.0,248.0,Maxi Dress
"Natural Life Berkley Long Sleeve Maxi Dress, Sage Bloom, 4 Tiers, Boho, Sz XL Opens in a new window or tab",Natural Life,dress,used,45.0,maxi dress,dresses,women,,XL,,Sage,Bloom,,,Boho,,,long,,,,,,Berkley,,,,New (Other),,69.99,248.0,Maxi Dress
“ Country Wear Casuals”Vintage 90’s Gold Dress/ Vest Sz Petite Large Opens in a new window or tab,unknown,dress,used,16.99,,dresses,women,,Petite Large,,Gold,,,,,,,,,Casual,,,,,,,,New (Other),1990.0,49.99,168.0,Casual Dress
Leg Avenue Sexy Crystalized Fishnet Convertible Tube Dress womens One Size Opens in a new window or tab,Leg Avenue,dress,used,9.99,tube dress,dresses,women,,One Size,,,,fishnet,,,,,,,convertible,sexy,,,,,,,New (Other),,29.99,168.0,Casual Dress
Wild Fable Dress Mini Adjustable Straps Floral Orange Lilac Pockets Size Small S Opens in a new window or tab,Wild Fable,dress,new,8.0,mini dress,dresses,women,,S,,Orange,Lilac,,,Floral,,,,,,,,,,,,,,,29.99,248.0,Maxi Dress
Chicos Green White Ikat Midi Dress Tee Casual‎ Chic Size L NEW Opens in a new window or tab,Chico's,dress,new,34.2,midi dress,dresses,women,adult,L,,Green,White,,,Ikat,,,,,Casual,,,,,,,,Brand New,,98.0,298.0,Midi Dress
Fabletics Terry Halter Baby Doll Dress Womens Large Pink Cotton Stretch New Opens in a new window or tab,Fabletics,dress,new,14.99,baby doll dress,dresses,women,adult,L,,pink,,cotton,stretch,,,,,halter,,,,,Terry Halter,,,,Brand New,,49.99,248.0,Maxi Dress
NEW Tacera Dress Womens 3X Plus Geometric Ikat Shift ¾ Bell Sleeve Stretch Short Opens in a new window or tab,Tacera,dress,new,19.99,shift dress,dresses,women,,3X,plus,,,,,geometric ikat,,,bell sleeve,,,,,,,,,,,,39.99,248.0,Maxi Dress
Suncoo Paris Black Dress Sz T3 / 8 Romantic Chic Feminine Designer NWT Elegant Opens in a new window or tab,Suncoo,dress,new,89.35,,dresses,women,,8,,Black,,,,,,,,,Romantic Chic Feminine,,,,,,,,NWT,,149.99,248.0,Maxi Dress
Becca Women's L Floral Print Tie Front Sheer Swim Cover Up Dress NEW Opens in a new window or tab,Becca,dress,new,35.0,swim cover up dress,dresses,women,adult,L,,,,,,floral print,tie front,,,,,,,,,,,,,,49.99,248.0,Maxi Dress
NEW Halara Mini Dress Small White Softly Zero Easy Peezy Backless Flare Active Opens in a new window or tab,Halara,dress,new,23.75,mini dress,dresses,women,,Small,,White,,,,,,,,Backless,,,,,,,,,,,39.99,248.0,Maxi Dress
Outdoor Voices Exercise Dress Size Medium in Petunia Pink Opens in a new window or tab,Outdoor Voices,dress,used,14.0,exercise dress,dresses,women,adult,Medium,,Petunia Pink,,,,,,,,,,,,,,,,,New (Other),,98.0,68.0,Sports Bra
NWT J. Crew Squareneck Seamed Midi Dress Light Blue 10 Opens in a new window or tab,J. Crew,dress,new,75.0,midi dress,dresses,women,adult,10,,Light Blue,,,,,,,,Squareneck,,,,,,,,,Brand New,,148.0,298.0,Midi Dress
New Listing Free People Embroidered Folklore Boho midi maxi dress Sz M- $38 Opens in a new window or tab,Free People,dress,new,20.4,maxi dress,dresses,women,,M,,,,,,embroidered,,,,,boho,,,,,,,,New (Other),,98.0,248.0,Maxi Dress
ieena for mac duggal BLACK A-line dress 14 Repaired Zipper Opens in a new window or tab,Mac Duggal,dress,used,150.0,A-line dress,dresses,women,,14,,BLACK,,,,,Zipper,,,,,,,,ieena,,,,Repaired,,249.99,248.0,Maxi Dress
NWT Tahari Arthur S. Levine Black Dress Size 2 Opens in a new window or tab,Tahari,dress,new,19.99,,dresses,women,,2,,Black,,,,,,,,,,,,,Arthur S. Levine,,,,NWT,,98.0,248.0,Maxi Dress
"Free People Women's Perfect Day Cotton Mini Dress, size Small NEW Opens in a new window or tab",Free People,dress,new,42.0,mini dress,dresses,women,adult,Small,,,,Cotton,,,,,,,,,,,Perfect Day,,,,New (Other),,98.0,248.0,Maxi Dress
TUCKERNUCK Aqua Green Watercolor Marlena Floral Midi Dress Cinch Waist Sz Small Opens in a new window or tab,TUCKERNUCK,dress,new,65.0,midi dress,dresses,women,,Small,,Aqua Green,,,,Floral,,,,,,,,,Marlena,,,,Brand New,,98.99,298.0,Midi Dress
Salt Life Be Well Tropics Jungle Vibe Dress Aruba Adult S Salty Saltlife NWT Opens in a new window or tab,Salt Life,dress,new,18.98,,dresses,women,adult,S,,White,,,,Jungle,,,,,,,,,Be Well,,,,NWT,,49.99,248.0,Maxi Dress
BCBGMAXAZRIA Raven Pleated Cutout Back Gown Bright Pur Size 14 2767 Opens in a new window or tab,BCBGMAXAZRIA,dress,used,59.6,gown,dresses,women,adult,14,,Bright Pur,,,,,,,,,,,,,Raven,,2767,,New (Other),,298.0,,Maxi Dress
NWT- Size 4 Polo Ralph Lauren Three Quarter Sleeve Lined Emerald Green Dress Opens in a new window or tab,Polo Ralph Lauren,dress,new,33.99,,dresses,women,,4,,Emerald Green,,,,,,,Three Quarter,,,,,,,,,,Brand New,,129.99,248.0,Maxi Dress
WOMEN’S PERCEPTIONS NEW YORK BLUE FLOWERED SLEEVELESS DRESS SIZE 14 NEW WITH TAG Opens in a new window or tab,Perceptions,dress,new,2.99,,dresses,women,adult,14,,blue,,,,floral,,,sleeveless,,sleeveless,,,,,,,,with tags,,49.99,248.0,Maxi Dress
Halston Women's Heritage Wrap Dress Opens in a new window or tab,Halston,dress,used,95.0,wrap dress,dresses,women,adult,8,,,,,,,,,,,,,,,Heritage,,,,New (Other),,198.0,275.0,Wrap Dress
Two by Vince Camuto Plus Size Blue Sleeveless Printed Maxi Dress Size 2X (1) Opens in a new window or tab,Vince Camuto,dress,new,9.99,maxi dress,dresses,women,,2X,plus size,blue,,,,printed,,,sleeveless,,,,,,Two,,,,,,98.0,248.0,Maxi Dress
Lularoe Women Nicole Dress Vibrant Bird Print Multicolored 2XL NWT Opens in a new window or tab,LuLaRoe,dress,new,39.99,Nicole Dress,dresses,women,,2XL,,Multicolored,,,,Bird Print,,Plus,,,,,,,Nicole,,,,NWT,,49.99,248.0,Maxi Dress
NEW Boden Dress Womens White Embroidered Maxi Boho Dress short sleeve 6 US 10 UK Opens in a new window or tab,Boden,dress,new,38.9,maxi dress,dresses,women,adult,6,US,white,,,,,,,short,,boho,,,,,,,,New (Other),,98.0,248.0,Maxi Dress
Freakshow Clown Adult Tutu Opens in a new window or tab,unknown,dress,new,14.99,tutu,dresses,women,adult,One Size,,,,,,,,Regular,,,,,,,,,,,Brand New,,19.99,,Maxi Dress
MUSE PETITE Dusty Blue Floral Faux Wrap Maxi Dress Size XL Petite Sleeveless Opens in a new window or tab,MUSE,dress,new,17.46,maxi dress,dresses,women,,XL,Petite,Dusty Blue,Floral,Faux,,Floral,,,Sleeveless,,,,,,,Petite,,,,,49.99,248.0,Maxi Dress
"Motherhood Maternity Dress Wrap Around,Floral,Short Sleeve,Knee Heigh Size L Opens in a new window or tab",Motherhood Maternity,dress,new,19.97,wrap around dress,dresses,women,adult,L,,floral,,,,floral,,,short sleeve,,,,,,,,,,brand new,,49.99,275.0,Wrap Dress
Knox Rose Dress Womens XL Beige Floral Smocked V Neck Tiered Maxi Sundress Opens in a new window or tab,Knox Rose,dress,new,15.0,maxi sundress,dresses,women,adult,XL,,Beige,,,,Floral,,,,V Neck,,,,,,,,,Brand New,,49.99,248.0,Maxi Dress
ULLA JOHNSON Tiered Romantic Maxi Dress Off Shoulder - Perfect Condition! Opens in a new window or tab,ULLA JOHNSON,dress,used,99.0,maxi dress,dresses,women,,6,,,,,,,,,,off shoulder,romantic,,,,,,,,new (other),,298.0,248.0,Maxi Dress
New Listing Sundance Floral Midi Dress Tropic Dreams Ruffle Sz XL Pink Flouncy Cottage Opens in a new window or tab,Sundance,dress,new,89.0,midi dress,dresses,women,,XL,,Pink,,,,Floral,,,,,,,,,Tropic Dreams,,,,Brand New,,129.99,298.0,Midi Dress
Adrianna Papell Women's Red Surplice-Neck Long-Sleeve Ruffle Gown Dress Size 16 Opens in a new window or tab,Adrianna Papell,dress,new,59.69,gown dress,dresses,women,adult,16,,red,,,,ruffle,,,long,surplice-neck,,,,,,,,,Brand New,,148.0,248.0,Maxi Dress
Polo Ralph Lauren Women's Linen Wrap Around Dress White Size 8 NWOT Ships Free Opens in a new window or tab,Polo Ralph Lauren,dress,new,54.99,wrap around dress,dresses,women,adult,8,,white,,linen,,,,,,,,,,,,,,,NWOT,,148.0,275.0,Wrap Dress
Madewell The Rylee Midi Dress Square Neckline Size 10 In Jet Black Opens in a new window or tab,Madewell,dress,new,70.0,midi dress,dresses,women,adult,10,,black,,,,,,,,square,,,,,The Rylee,,,,Brand New,,128.0,298.0,Midi Dress
Teri Jon by Rickie Freeman New 12 US 48 IT L Green Velvet Cocktail Dress Runway Opens in a new window or tab,Teri Jon by Rickie Freeman,dress,new,44.18,cocktail dress,dresses,women,,12,US,Green,,Velvet,,,,,,,,runway,,,,,,,New (Other),,495.0,248.0,Maxi Dress
Cult Gaia New Jalina Dress Meadow Green Medium Opens in a new window or tab,Cult Gaia,dress,new,526.24,,dresses,women,,M,,Meadow Green,,,,,,,,,,,,,Jalina,,,,Brand New,,598.0,248.0,Maxi Dress
New Listing Woolx Iris Merino Wool Ribbed Navy Blue Sleeveless Midi Dress Medium Opens in a new window or tab,Woolx,dress,new,38.4,midi dress,dresses,women,adult,Medium,,Navy Blue,,Merino Wool,,Ribbed,,,Sleeveless,,,,,,Iris,,,,New (Other),,89.99,298.0,Midi Dress
For Love And Lemons X Victorias Secret Mirage Mirrored Rhinestone Dress Size S Opens in a new window or tab,For Love And Lemons,dress,new,59.49,,dresses,women,,S,,,,,,,,,,,,,,,Mirage,,,,Brand New,,128.0,248.0,Maxi Dress
LovelyWholesale Yellow Floral Belted Shift Dress 4XL Plus Size Short Sleeve Opens in a new window or tab,LovelyWholesale,dress,new,13.99,shift dress,dresses,women,,4XL,Plus Size,Yellow,,,,Floral,,,Short Sleeve,,,,,,,,,,Brand New,,24.99,248.0,Maxi Dress
Lauren Ralph Lauren Women's Linen Blend Paisley A-Line Dress Size Small Blue NWT Opens in a new window or tab,Lauren Ralph Lauren,dress,new,49.99,A-Line dress,dresses,women,adult,Small,,Blue,,Linen,Blend,Paisley,,,,,,,,,,,,,NWT,,129.99,248.0,Maxi Dress
NEW Vince Camuto Jacquard Mini Fit & Flare Dress Size 10 Gold Green Opens in a new window or tab,Vince Camuto,dress,new,69.99,mini fit & flare dress,dresses,women,,10,,gold,green,jacquard,,,,mini fit & flare,,,,,,,,,,,New (Other),,148.0,248.0,Maxi Dress
"NWT Lilly Pulitzer M Luxletic Emilynn Active Dress Onyx Animal Magnetism, $178 Opens in a new window or tab",Lilly Pulitzer,dress,new,90.0,active dress,dresses,women,,M,,Onyx,,,,Animal Magnetism,,,,,,,,,Emilynn,M Luxletic,,,Brand New,,178.0,248.0,Maxi Dress
Tod Baker Lounia Fluted Sleeve Body-Con Sweater Dress . Size - 2 . Opens in a new window or tab,Tod Baker,dress,new,40.0,sweater dress,dresses,women,,2,,,,,,,,body-con,fluted sleeve,,,,,,Lounia,,,,Brand New,,98.99,248.0,Maxi Dress
For Love And Lemons Pink CREAMSICLE Slip Dress- Lace EXTRA LARGE -NWT Opens in a new window or tab,For Love And Lemons,dress,new,86.0,slip dress,dresses,women,,XL,,Pink,CREAMSICLE,Lace,,,,,,,,,,,,,,,NWT,,148.0,248.0,Maxi Dress
NEW Scarlet Darkness Black White Striped Dress Pirate BeatleJuice Small 80s Punk Opens in a new window or tab,Scarlet Darkness,dress,new,36.99,,dresses,women,,Small,,Black,White,,,Striped,,,,,Punk,,,,,,,,Brand New,,49.99,248.0,Maxi Dress
New NWT Jonathan Simkhai Cleo Puff Sleeve Bubble Minidress Mint Green Sz 6 $345 Opens in a new window or tab,Jonathan Simkhai,dress,new,64.0,minidress,dresses,women,adult,6,,Mint Green,,,,,,,puff sleeve,,,,,,Cleo,,,,NWT,,345.0,248.0,Maxi Dress
Bardot Women Maxi Dress Green Multi Size M Lea Floral Mesh Long Sleeve Polyester Opens in a new window or tab,Bardot,dress,new,36.0,maxi dress,dresses,women,adult,M,,green,multi,polyester,mesh,floral,,,long,,,,,,,,,,brand new,,69.99,248.0,Maxi Dress
Calvin Klein Red Black Dress With Bow Sleeves V Neck Sheath Size 20W NWT Opens in a new window or tab,Calvin Klein,dress,new,39.99,sheath dress,dresses,women,adult,20W,plus,red,black,,,,,,long,v neck,,,,,,,,,NWT,,98.0,248.0,Maxi Dress
Nookie Womens Black Sweetheart Strapless Front Slit Cocktail Honey Maxi Gown XS Opens in a new window or tab,Nookie,dress,new,65.97,maxi gown,dresses,women,adult,XS,,black,honey,,,,,,,sweetheart,strapless,cocktail,,,,,,,Brand New,,129.99,248.0,Maxi Dress
womens long micado NWT dress sz 12 kay unger navy Ink floral formal blue layers Opens in a new window or tab,Kay Unger,dress,new,77.99,formal dress,dresses,women,adult,12,,navy,blue,,,floral,,,,,,formal,,,,,,,NWT,,149.99,248.0,Maxi Dress
New York & Co Sleeveless Yellow Mini Dress Large Opens in a new window or tab,New York & Company,dress,new,14.5,mini dress,dresses,women,,L,,yellow,,,,,,,sleeveless,,,,,,,,,,New (Other),,49.99,248.0,Maxi Dress
